Unique.ID,country,latitude,longitude,Basin.ID,start.year,end.year,num.year,dur.year,eqr.start,eqr.end,eqr.change,richness,rich.rarefied,rich.coverage,ab,fd,trait.ses,taxa.comp,trait.comp,id.level,richness_circularity,ab_circularity,taxa_circularity,trait_circularity
ESP_034_MZB_LO_350,Spain,42.6500325,-2.7760385,1172636,1997,2020,16,24,0.601631546,0.840067109,0.238435562,1.252746,1.659387,1.844945,-6.188479,1.784835,-0.047833287,0.019224,0.005333,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_351,Spain,42.6530692,-2.8355404,1172636,2007,2021,15,15,0.280709747,0.559576705,0.278866958,3.508303,1.013704,-3.006725,8.069731,9.79533,-0.0174234,0.019684,0.014509,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_353,Spain,43.10797023,-2.445497941,1167864,2007,2021,14,15,0.800883141,0.705131497,-0.095751645,-1.2868,-1.887513,-5.952251,10.914097,-1.167374,0.064341189,0.038936,0.014892,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_356,Spain,42.8739924,-3.1757827,1172636,1994,2021,28,28,0.756935947,0.877016233,0.120080286,0.056734,-0.147549,0.307041,-1.19518,-0.401446,-0.024265531,0.018283,0.006262,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_357,Spain,43.2999723,-2.02139,1157339,2009,2021,11,13,0.897008413,1.041797276,0.144788863,-0.104858,-1.261794,0.963666,4.722706,0.466622,0.031702309,0.03761,0.007539,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_358,Spain,43.1749694,-2.6344464,1173198,2007,2021,15,15,0.249416667,0.311916667,0.0625,-0.771683,-0.540737,4.117897,0.914267,0.326955,0.030017571,0.049607,0.013818,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_359,Spain,42.8695519,-2.2648695,1172636,2000,2021,22,22,0.406521739,0.439841897,0.033320158,0.587041,-1.748731,-3.474238,3.374076,0.230384,-0.045677639,0.105714,0.024491,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_364,Spain,43.3347547,-2.817491,1172311,2010,2021,11,12,0.778234676,0.702886641,-0.075348035,-0.282844,0.372288,-0.672306,-2.057663,-0.861612,0.029659758,0.111612,0.016166,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_365,Spain,43.3204492,-2.6638158,1174025,1994,2021,28,28,0.645624951,0.859541207,0.213916256,0.588519,-0.207582,-0.288055,2.846776,0.962308,-0.024642221,0.031326,0.005941,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_366,Spain,43.3033912,-1.8853049,1173405,1993,2021,29,29,0.167859522,0.766763421,0.598903898,3.036523,3.497664,5.146889,-7.937555,6.335132,-0.049059559,0.065573,0.019867,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_367,Spain,43.2415312,-2.996502,1173198,1993,2021,29,29,0.282309939,0.844342387,0.562032447,1.337261,1.210178,2.676366,-1.708295,2.534062,-0.07263348,0.057663,0.008792,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_368,Spain,42.6916178,-2.8452905,1172636,1993,2021,29,29,0.718064237,0.670928424,-0.047135812,-0.943591,-1.322789,-3.504239,-0.199151,-2.355454,0.019129823,0.043047,0.010671,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_369,Spain,42.8855822,-2.4984907,1172636,1993,2021,27,29,0.310932285,0.507480843,0.196548558,1.503061,-0.016173,-0.705282,4.963803,3.235038,-0.037955482,0.015456,0.011898,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_37,Spain,43.06117551,-2.440322122,1167864,1989,2017,29,29,0.026413793,0.744620689,0.718206896,7.010921,6.865078,6.115135,-8.348962,11.715988,-0.05258867,0.101093,0.028485,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_371,Spain,42.87408,-3.0681607,1172636,2000,2021,22,22,0.895817986,0.931181596,0.03536361,-0.691893,-0.801855,-0.835505,-3.7513,-1.371611,-0.058655784,0.009958,0.006244,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_372,Spain,43.2295461,-2.8495276,1173198,1993,2021,27,29,0.228389511,0.723148338,0.494758827,3.430785,3.73031,5.201527,-3.719841,5.674063,-0.133403858,0.096674,0.029306,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_373,Spain,43.317911,-2.4539565,1162272,1993,2021,29,29,0.249137796,0.491206762,0.242068966,1.885827,2.399609,3.100535,-3.424249,3.551226,-0.014811156,0.037855,0.01422,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_374,Spain,43.3693558,-2.8673882,1172311,1993,2021,29,29,0.142551724,0.279517241,0.136965517,1.385119,2.283499,3.725736,-6.360778,2.007603,0.030285208,0.001778,0.01439,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_375,Spain,43.1694058,-2.6024438,1173198,2007,2021,15,15,0.227214084,0.717214084,0.49,6.710044,3.641463,2.681009,11.205154,12.822729,-0.08128214,0.092448,0.030732,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_376,Spain,43.3073056,-2.6742334,1174025,1997,2021,24,25,0.2367,0.220418919,-0.016281081,0.678044,-0.2303,0.876146,11.094341,0.205296,-0.019104025,0.024583,0.007095,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_377,Spain,43.338178,-2.9995929,1162257,1999,2021,21,23,0.109806905,0.460403745,0.35059684,5.459707,4.84227,4.132614,1.589298,9.634017,-0.115466521,0.088743,0.026378,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_378,Spain,43.2083354,-2.0154456,1173402,2002,2021,20,20,1.041285714,1.074714286,0.033428571,0.197706,0.196076,1.394015,-6.165078,0.699151,-0.066542341,0.07418,0.020528,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_380,Spain,43.2797559,-2.9930488,1173198,1997,2021,25,25,0.017096249,0.750203941,0.733107692,3.789185,3.413151,5.372798,0.767126,6.680038,-0.0513969,0.094773,0.02077,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_381,Spain,43.2425601,-2.803503,1173198,2007,2021,15,15,0.143252569,0.544333251,0.401080682,7.717339,3.156487,3.169045,16.114805,18.596243,0.002260852,0.125194,0.043871,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_382,Spain,42.7376294,-2.9169011,1172636,2007,2021,14,15,0.55324967,0.674755614,0.121505944,0.233337,-0.200645,-0.195216,4.321307,1.798703,0.014564136,0.043137,0.008049,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_384,Spain,43.1820254,-2.6686985,1173198,1993,2021,29,29,0.116438206,0.643255971,0.526817765,1.357349,0.825097,2.215438,1.76896,1.45735,-0.064582458,0.06491,0.023588,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_385,Spain,42.9092863,-2.8912998,1172636,1993,2021,29,29,0.925696956,0.689283163,-0.236413793,-1.79601,-2.019487,-4.810594,1.221419,-3.268473,0.04062875,0.046947,0.016213,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_386,Spain,42.6959965,-2.4448605,1172636,2000,2021,14,22,1.05595181,1.037670328,-0.018281482,-0.512134,-0.300367,-2.304451,3.039706,-0.995796,0.034101749,0.000845,0.008533,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_387,Spain,43.2431227,-2.9180157,1173198,2007,2021,15,15,0.324464396,0.787464396,0.463,4.32587,3.576015,3.581373,7.240201,11.357947,-0.002308583,0.105978,0.018272,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_388,Spain,43.1733514,-2.2561423,1170058,2002,2021,20,20,0.757076137,0.778076137,0.021,-0.197941,-0.537954,-2.056613,-0.930995,-0.172202,0.000712376,0.075638,0.009303,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_389,Spain,43.2010069,-2.771498,1173198,1993,2021,29,29,0.148591272,0.704890183,0.556298911,1.925442,1.634344,2.581129,2.739976,2.800115,-0.07914844,0.079322,0.015153,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_39,Spain,42.97108,-2.294429,1173402,1996,2021,24,26,0.843989378,0.987729269,0.143739891,1.242027,2.171026,0.826706,-5.089913,2.929783,0.005832935,0.020401,0.001882,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_391,Spain,43.2562125,-1.9713825,1164754,2002,2021,17,20,1.008640492,1.052748992,0.0441085,0.679457,0.843243,2.751147,-4.481146,1.860295,-0.07442692,0.007546,0.005279,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_393,Spain,43.0810712,-2.1527286,1173402,1993,2021,29,29,0.052595488,0.813952959,0.761357471,2.903862,1.813298,1.565279,-4.54806,5.150357,-0.009481801,0.071357,0.022345,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_395,Spain,43.1757025,-2.2787772,1170058,2007,2021,15,15,0.572905245,0.718405245,0.1455,2.110085,1.068901,1.629876,10.687727,6.082896,-0.020046556,0.087075,0.003547,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_396,Spain,43.1085751,-2.9952191,1173198,1993,2021,29,29,0.454290467,0.391531847,-0.062758621,-0.979052,-1.592631,-0.820663,1.264059,-2.214098,0.0308831,0.035716,0.007212,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_397,Spain,42.8706453,-2.7569147,1172636,2007,2021,15,15,0.571986257,0.600986257,0.029,-0.442054,-2.049289,-6.015834,8.848537,1.860976,0.049208334,0.148465,0.034015,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_40,Spain,43.01811,-2.250091,1173402,1989,2021,31,33,0.089683806,0.774165684,0.684481878,4.178417,3.601083,1.058746,-7.354136,7.622092,-0.055250905,0.049446,0.011636,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_41,Spain,43.03015,-2.219796,1173402,1996,2017,22,22,0.251473893,0.669283993,0.4178101,1.278985,3.326967,1.874773,-12.961633,1.646597,0.005688152,0.072626,0.021894,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_45,Spain,43.0487488,-2.15797857,1173402,1998,2021,22,24,0.234899846,0.905167946,0.6702681,5.55817,4.870958,5.727067,-0.592481,11.769162,0.032496599,0.100168,0.024442,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_46,Spain,43.09003,-2.1211,1173402,1996,2017,22,22,0.153992095,0.717826087,0.563833992,2.144103,4.147525,1.468521,-10.073695,3.575695,-0.02990261,0.095066,0.034267,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_47,Spain,43.12606,-2.086747,1173402,1993,2021,27,29,0.226694043,0.851843429,0.625149386,2.704672,1.525239,0.620583,-6.371995,5.906575,-0.011537431,0.069151,0.01822,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_48,Spain,43.16558,-2.068432,1173402,1989,2021,31,33,0.029246296,0.790243471,0.760997175,4.31277,3.009848,3.098027,-2.462252,7.340775,-0.041659324,0.070689,0.021189,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_49,Spain,43.23029,-2.024612,1173402,1996,2021,24,26,0.266955892,1.041478371,0.774522478,4.152809,3.990567,4.038428,-1.339125,8.266433,-0.022373388,0.059263,0.016789,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_5,Spain,43.13183952,-2.069140446,1173402,1996,2021,24,26,0.03874197,0.858402034,0.819660064,5.656405,4.478088,2.921077,-1.468113,11.037753,-0.009801003,0.06066,0.013417,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_50,Spain,43.26846,-2.053899,1173402,1987,2021,31,35,0.160000481,0.680512733,0.520512252,1.747444,0.288755,0.231698,-2.291291,3.606232,-0.005822598,0.060091,0.018691,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_51,Spain,43.04217291,-2.252414952,1173402,2008,2017,8,10,0.568888385,0.318862399,-0.250025986,-2.561094,5.180021,5.598843,-18.03775,-2.471952,0.131238381,0.0686,0.014278,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_52,Spain,43.12867,-2.426197,1167864,1998,2021,22,24,0.110163944,0.467545249,0.357381305,4.713268,5.458702,6.123234,-5.504028,7.450104,-0.014877199,0.069665,0.024315,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_53,Spain,43.02573505,-2.4654142,1167864,1996,2016,21,21,0.48861485,0.607056409,0.118441558,0.262123,1.715321,2.916777,-6.089772,-1.218819,0.021943794,0.05839,0.016243,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_55,Spain,43.04053,-2.33519,1170058,1987,2017,23,31,1.049143595,0.797742038,-0.251401557,-1.086123,1.110739,0.893539,-9.643911,-2.006718,0.028504159,0.04879,0.010264,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_56,Spain,43.10151623,-2.391545259,1167864,1996,2021,24,26,0.133341483,0.593716647,0.460375164,4.217744,4.413735,3.345482,-3.103279,9.371936,0.025949374,0.068503,0.022726,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_62,Spain,43.1954,-2.257745,1170058,1987,2021,28,35,0.062616767,0.880506202,0.817889435,2.662018,1.2584,1.779898,1.95887,5.28263,-0.028792721,0.074727,0.019402,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_63,Spain,43.21009,-2.248283,1170058,1996,2017,22,22,0.547597833,0.713645103,0.166047269,1.148527,2.417416,0.327128,-7.992268,1.626186,-0.006009209,0.075824,0.023783,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_64,Spain,43.22752,-2.256916,1170058,1992,2017,26,26,0.582501714,0.802167939,0.219666225,2.132389,3.492534,2.513386,-9.847603,4.911923,0.038601339,0.049753,0.01019,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_65,Spain,43.25688,-2.259709,1170058,1996,2021,24,26,0.589683506,1.067049697,0.477366191,3.876993,0.647595,1.850237,-1.499317,8.019705,0.012974772,0.054766,0.005364,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_66,Spain,43.25511,-2.233623,1170058,1996,2017,22,22,0.621827294,0.928799444,0.30697215,1.589463,1.652867,-0.023418,-2.124224,3.962055,0.007061439,0.066817,0.013978,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_67,Spain,43.12746,-2.078432,1173402,1996,2021,24,26,0.418491911,1.059477965,0.640986054,3.038752,2.251079,3.688261,-4.053694,5.784797,0.000114253,0.056272,0.016215,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_68,Spain,43.28098,-2.224609,1170058,1990,2021,30,32,0.005920052,0.679050379,0.673130326,4.977589,5.249243,5.241613,-7.958911,8.028506,-0.035553626,0.055365,0.017765,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_7,Spain,42.98475,-2.565349,1167864,1996,2021,24,26,0.91939524,0.995947343,0.076552103,1.138923,1.093074,-0.3975,-4.102095,2.23208,0.011420685,0.034906,0.003314,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_70,Spain,43.25041,-1.950772,1164754,1986,2021,26,36,1.028104365,1.026923363,-0.001181002,0.006105,0.177489,-0.666201,-2.139446,0.482282,0.027313799,0.009722,0.000731,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_71,Spain,43.26036598,-1.946316549,1164754,1986,2021,33,36,0.17192596,0.802376814,0.630450854,2.91668,1.600523,1.110409,0.521535,4.341918,-0.037043641,0.017924,0.011235,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_72,Spain,43.26795,-1.968416,1164754,1986,2021,25,36,0.330539301,0.927893588,0.597354288,2.829153,2.577369,3.118211,-0.722452,6.893646,-0.03717261,0.006741,0.015626,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_73,Spain,43.2764104,-1.955935788,1164754,1986,2021,32,36,0.015198322,0.619227037,0.604028715,4.125945,4.686602,4.294346,-7.364271,7.923227,-0.008237828,0.07086,0.022493,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_75,Spain,43.06914866,-2.519618185,1167864,1996,2021,24,26,0.142154868,0.562431585,0.420276717,2.543382,3.559258,2.874176,-10.075564,4.263333,0.015814706,0.061007,0.0209,Family,TRUE,TRUE,FALSE,FALSE
ESP_034_MZB_LO_8,Spain,43.03059,-2.506046,1167864,2000,2017,15,18,0.107594203,0.544789855,0.437195652,7.18425,12.915194,10.288926,-10.178883,9.021612,-0.078817984,0.104024,0.029419,Family,TRUE,TRUE,FALSE,FALSE
ESP_058_MZB_LO_1,Spain,42.68950747,-2.956138831,1172636,2009,2018,8,10,0.849267931,0.545475565,-0.303792366,-1.621769,-4.081968,-5.496717,-2.011733,-2.735619,0.153366115,0.105527,0.030245,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_101,Spain,42.42705236,1.46139419,1172636,2009,2019,7,11,0.499366397,0.821118694,0.321752297,3.767215,5.774093,11.251208,-3.933275,8.808541,-0.099136161,0.158862,0.005584,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_102,Spain,42.74752334,-1.925547331,1172636,2009,2019,8,11,0.077012802,0.122105263,0.045092461,3.272241,4.099215,7.74336,-6.698762,7.759338,0.004704974,0.027562,0.019467,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_110,Spain,42.85735437,-3.154400443,1172636,2009,2018,8,10,0.96166619,0.982855136,0.021188946,0.151816,1.229384,3.98266,-1.124949,0.171978,-0.050028053,0.101894,0.01758,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_111,Spain,42.68612873,-0.622282285,1172636,2009,2019,8,11,0.827244874,1.091557125,0.264312251,2.608455,4.904555,5.804035,-3.664825,6.08039,0.140750688,0.108174,0.030322,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_113,Spain,42.39914326,-0.355589209,1172636,2009,2019,8,11,0.889180091,0.827208305,-0.061971786,0.042956,2.851883,4.673232,-6.192272,0.076481,-0.005929797,0.081968,0.012518,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_115,Spain,42.64804471,-0.055469583,1172636,2009,2019,7,11,0.966178344,0.79611465,-0.170063694,-1.299049,-0.326921,0.924316,-7.662885,-3.077088,-0.063693673,0.027254,0.003546,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_117,Spain,42.67633149,-1.79055906,1172636,2009,2019,9,11,0.398619238,0.529773039,0.131153802,1.579488,0.728888,-6.229271,6.167558,3.159116,-0.008577764,0.068167,0.011419,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_123,Spain,42.55655719,-0.601643274,1172636,2009,2019,9,11,0.771993464,0.976895425,0.204901961,1.858559,4.576811,9.384194,-6.956135,3.891335,0.024786959,0.117501,0.008898,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_125,Spain,42.80220109,-2.989286935,1172636,2009,2020,9,12,0.20500201,0.321306778,0.116304768,3.974079,6.793919,10.156635,-6.042844,8.765324,-0.049951248,0.065208,0.016417,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_126,Spain,42.79815783,-1.694799854,1172636,2009,2019,7,11,0.358316991,0.369917596,0.011600605,0.579177,1.791289,-3.12619,-8.388609,1.567118,0.048026196,0.110566,0.019831,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_128,Spain,41.59371115,0.621422769,1172636,2010,2019,7,10,0.384633358,0.601776219,0.217142861,4.08328,3.477311,6.003438,-0.779509,9.040033,0.059239512,0.101279,0.020606,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_16,Spain,42.67644719,-2.896673846,1172636,2009,2018,9,10,0.721308824,0.633029412,-0.088279412,-1.20153,3.097716,6.177816,-12.476008,-2.504559,-0.001850641,0.061088,0.008924,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_18,Spain,41.67455531,-0.843119296,1172636,2010,2019,10,10,0.294979824,0.592798005,0.29781818,9.694345,10.824454,7.863411,2.778512,21.511136,0.065573429,0.163993,0.049646,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_19,Spain,41.99908302,0.164170721,1172636,2009,2019,10,11,0.321709343,0.559030555,0.237321211,5.010457,5.110207,-3.557945,1.87668,10.577493,0.007181362,0.169532,0.05059,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_21,Spain,42.4192388,-2.077160001,1172636,2009,2019,7,11,0.921428571,0.621428571,-0.3,-3.246847,-0.605514,1.936927,-10.331533,-6.298715,0.07420067,0.112707,0.024577,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_23,Spain,42.78866967,-3.362306184,1172636,2009,2018,9,10,1.084764706,0.743029412,-0.341735294,-2.921215,-4.549592,-3.100309,9.809131,-5.534778,0.11824835,0.034206,0.00626,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_24,Spain,42.83329978,-2.783587992,1172636,2009,2018,9,10,0.490824007,0.38708353,-0.103740477,-1.264873,0.760967,-2.754993,-10.954676,-2.074219,0.090664743,0.048881,0.005924,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_25,Spain,42.89951313,-2.636727054,1172636,2009,2019,10,11,0.718693811,0.678031705,-0.040662107,-0.033957,5.387722,13.936481,-8.51692,1.026808,0.000696567,0.165527,0.042999,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_26,Spain,42.67016992,-2.97897318,1172636,2009,2018,7,10,0.533667862,0.518035364,-0.015632498,0.572956,-1.957161,2.105725,17.002217,1.347996,-0.042487307,0.14331,0.020711,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_29,Spain,42.5267987,-1.36440158,1172636,2009,2019,7,11,1.082703026,0.768776917,-0.313926109,-1.651376,-0.107016,1.816091,-4.692602,-2.057328,0.210194238,0.140152,0.038175,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_3,Spain,42.30900604,-1.798223416,1172636,2009,2019,11,11,0.650454545,0.700454546,0.05,1.210956,4.102073,-1.065869,-8.616968,2.852138,0.10779334,0.089135,0.021216,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_32,Spain,42.63884735,-2.868962404,1172636,2009,2018,7,10,0.463149039,0.805625,0.342475962,6.137915,6.295123,4.258593,1.264561,12.849533,-0.034228405,0.088389,0.006194,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_33,Spain,41.55939161,-0.680456213,1172636,2009,2019,9,11,1.046049709,0.928998,-0.117051709,-0.205933,0.157555,2.505917,-11.702028,0.045799,0.119356961,0.083588,0.009613,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_35,Spain,42.81391056,-1.749082662,1172636,2009,2019,10,11,0.473692869,0.623105157,0.149412289,1.845215,3.547314,3.713513,-2.723088,3.776166,-0.045791991,0.102224,0.027575,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_37,Spain,41.53465309,0.509814275,1172636,2009,2019,8,11,0.439877451,0.602622549,0.162745098,2.466961,3.138419,6.058534,-1.120122,4.900133,-0.051922218,0.114674,0.035007,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_38,Spain,41.6791037,0.091768685,1172636,2009,2019,11,11,0.700802732,0.64898455,-0.051818182,-1.225454,2.032253,4.365038,-12.472815,-1.496246,0.126670923,0.072048,0.013005,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_42,Spain,41.82257902,-0.785179069,1172636,2010,2019,10,10,0.737090909,0.662909091,-0.074181818,-1.073382,0.568519,-4.17016,-2.834407,-1.8842,0.082470042,0.111397,0.025758,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_44,Spain,40.92190401,0.49458775,1172636,2009,2019,10,11,1.03,1.052916667,0.022916667,1.445136,0.115318,4.195725,7.791726,3.383526,0.106544564,0.099433,0.018496,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_45,Spain,42.59051282,-0.397402116,1172636,2010,2019,7,10,0.877669903,0.956747573,0.07907767,0.618181,4.987223,12.851915,-12.06554,1.46148,0.066190225,0.137673,0.02655,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_47,Spain,41.89372877,0.164227237,1172636,2009,2019,10,11,0.793901515,0.769090909,-0.024810606,1.20499,2.538407,8.628429,-8.414289,3.025947,0.138253501,0.12122,0.031729,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_48,Spain,42.87243914,-2.442987882,1172636,2009,2019,8,11,0.542562842,0.630285418,0.087722576,1.470014,1.267042,0.515519,-0.016594,2.568961,-0.140772011,0.036711,0.01542,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_49,Spain,41.61417727,-0.91492166,1172636,2009,2018,7,10,0.321851852,0.292893519,-0.028958333,-1.698745,0.771484,-0.487383,-10.046719,-2.395509,0.183703069,0.017212,0.00367,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_52,Spain,42.63228296,-1.99424429,1172636,2009,2019,10,11,0.804318182,0.644090909,-0.160227273,-0.786315,-2.891993,-11.180244,12.417296,-1.284754,0.085549343,0.107232,0.030674,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_53,Spain,42.66570302,-1.826725956,1172636,2009,2019,8,11,0.86422619,0.720178571,-0.144047619,-1.226413,0.492318,5.811673,-4.484818,-2.367329,0.038736933,0.053222,0.016554,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_55,Spain,41.48054363,-0.537744905,1172636,2009,2019,9,11,1.063137264,0.976862754,-0.08627451,-1.368567,0.324689,4.488411,-4.340624,-2.757692,0.030733743,0.019538,0.002566,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_56,Spain,41.66387421,-0.89314036,1172636,2009,2019,8,11,0.91923865,0.92289789,0.003659241,0.221501,1.091489,-4.116298,-5.839987,0.747962,0.07751437,0.013294,0.006498,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_58,Spain,42.71855954,-1.004890548,1172636,2009,2019,8,11,1.019120287,0.975402607,-0.043717681,-0.448758,2.474267,1.962788,-9.826397,-1.02961,-0.030415476,0.013978,0.008137,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_61,Spain,42.76553688,-2.833752134,1172636,2009,2018,8,10,0.586,0.6265,0.0405,1.7493,1.770064,3.501418,1.405933,4.122489,0.155374636,0.084442,0.016339,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_62,Spain,42.64674852,-2.712834917,1172636,2009,2018,8,10,0.475428572,0.48957143,0.014142857,1.767886,4.067944,1.873256,-9.14496,3.360356,-0.078571176,0.087659,0.015711,Family,FALSE,FALSE,FALSE,FALSE
ESP_058_MZB_LO_63,Spain,42.55030113,-2.26952885,1172636,2009,2019,8,11,0.74596769,0.909383966,0.163416276,2.633213,3.6068,10.169643,-3.121316,5.476733,-0.001787146,0.184121,0.034211,Family,FALSE,FALSE,FALSE,FALSE
