Unique.ID,country,latitude,longitude,Basin.ID,start.year,end.year,num.year,dur.year,eqr.start,eqr.end,eqr.change,richness,rich.rarefied,rich.coverage,ab,fd,trait.ses,taxa.comp,trait.comp,id.level,richness_circularity,ab_circularity,taxa_circularity,trait_circularity
AUT_001_MZB_LO_7,Austria,48.71625733,16.8890666,1291835,2008,2019,8,12,0.203800382,0.30023341,0.096433028,4.675475,3.293479,4.513061,19.724843,10.711824,0.145473211,0.108919,0.022789,Mixed,FALSE,FALSE,TRUE,FALSE
BEL_005_MZB_LO_1,Belgium,51.3056897,3.3726602,1172395,1989,2010,7,22,0.778609729,0.680334297,-0.098275433,0.003589,-2.069595,-3.055376,13.368504,0.414563,0.072468065,0.06,0.003863,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_10,Belgium,51.1140785,5.6113233,1173482,1989,2001,7,13,0.236486487,0.495945946,0.259459459,1.963481,5.173677,9.376948,-9.557916,3.844944,-0.079036303,0.059891,0.016124,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_100,Belgium,51.2584827,5.0543543,1172945,1994,2017,8,24,0.502387884,0.713047723,0.210659839,2.047663,-1.532126,-2.456451,14.794537,4.246427,-0.018918797,0.062085,0.007798,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_101,Belgium,51.2479801,5.0838323,1172945,1989,2017,8,29,0.691402715,0.807422132,0.116019418,1.089364,-0.526123,-1.714835,3.909213,2.354362,0.02503037,0.025618,0.004265,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_102,Belgium,51.2548321,5.0863727,1172945,1989,2023,14,35,0.525650932,0.806496484,0.280845552,1.602776,-0.006359,0.804564,7.532525,3.334408,-0.002900673,0.030873,0.011585,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_103,Belgium,51.2610922,5.093088,1172945,1989,2017,11,29,0.574793069,0.832461784,0.257668715,1.098325,-0.950394,-3.378494,5.60909,2.15343,-0.036967827,0.030857,0.014427,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_104,Belgium,51.2317682,5.1137642,1172945,1989,2017,7,29,0.664388799,0.627614253,-0.036774545,-0.289742,-0.434928,0.712049,3.773775,-0.664007,-0.015345888,0.003623,0.003638,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_105,Belgium,51.1218073,4.7422421,1172945,1994,2023,17,30,0.408466338,0.922446315,0.513979977,3.274607,0.6632,0.639253,7.46003,6.782272,-0.039616326,0.06056,0.015013,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_106,Belgium,51.1155494,4.7981173,1172945,1989,2014,11,26,0.488360543,0.587145052,0.09878451,0.482026,0.057643,2.293642,5.017578,1.007766,-0.008126823,0.047454,0.010916,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_107,Belgium,51.1113553,4.8068752,1172945,1989,2018,11,30,0.383317874,0.637122843,0.253804969,1.768365,1.360052,2.342683,-0.282945,3.739177,0.003809335,0.058637,0.021488,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_108,Belgium,51.1020002,4.9080983,1172945,1998,2020,8,23,0.319966814,0.317533186,-0.002433628,0.769247,-2.997768,-5.41703,12.563635,1.659543,0.011398727,0.027512,0.014816,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_109,Belgium,51.0825218,4.9865799,1172945,1989,2014,8,26,0.385110334,0.756968545,0.371858211,4.187727,1.636161,3.549358,10.326234,8.788172,-0.033863346,0.061085,0.012415,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_11,Belgium,51.1196984,5.7214918,1173482,1993,2018,7,26,0.653571429,0.564285714,-0.089285714,-1.53906,-1.189279,-0.989804,-1.816652,-3.606582,-0.094118072,0.012247,0.011123,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_110,Belgium,51.1394641,5.000794,1172945,1996,2022,9,27,0.717056901,0.778412603,0.061355702,1.609056,-1.966931,-4.356716,12.307603,3.465004,0.024172653,0.038227,0.004769,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_111,Belgium,51.1476372,5.0037487,1172945,1991,2020,16,30,0.48843823,0.834210193,0.345771963,3.156531,0.382216,0.345913,10.35496,6.658346,-0.022167197,0.046571,0.007555,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_112,Belgium,51.1416162,5.2064661,1172945,1996,2022,10,27,0.475751674,0.901367855,0.425616181,4.263562,0.671628,1.315051,13.166014,9.082225,-0.013257686,0.047358,0.008015,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_113,Belgium,51.1573728,5.1809614,1172945,1992,2022,12,31,0.442050526,0.857093172,0.415042646,3.281496,0.062003,0.173858,10.802292,6.780037,-0.032427969,0.06986,0.010238,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_115,Belgium,50.8080728,4.2979693,1172945,1991,2023,8,33,0.357979071,0.442151871,0.0841728,0.425094,-0.994749,-1.546497,8.602654,1.311425,0.050307641,0.07702,0.02319,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_116,Belgium,50.8551373,4.4458118,1172945,1991,2010,7,20,0.578131692,0.645770878,0.067639186,0.185338,0.615215,1.070598,-1.092786,0.299208,-0.027910109,0.068057,0.013754,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_118,Belgium,50.7234354,4.2852926,1172945,1994,2015,8,22,0.679220717,0.698293176,0.019072459,0.336,-2.211155,-3.614497,10.845432,0.676315,-0.00711611,0.056283,0.017289,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_119,Belgium,50.9933763,4.5919832,1172945,1992,2014,9,23,0.481619938,0.574143302,0.092523365,0.17571,-0.254465,-0.554796,1.846328,0.209977,-0.030536963,0.040746,0.01457,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_12,Belgium,51.1292048,5.8238817,1173482,1989,2013,12,25,0.470061156,0.690590318,0.220529162,1.543826,0.881726,1.549208,2.78631,3.308658,-0.002945012,0.076475,0.014464,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_120,Belgium,50.9699646,4.7186926,1172945,1991,2021,15,31,0.180303683,0.413589098,0.233285415,6.482259,4.257977,2.625472,6.105571,5.263405,-0.006852736,0.097033,0.030551,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_121,Belgium,51.0084941,4.9551954,1172945,1996,2008,11,13,0.2399091,0.463834572,0.223925471,6.344207,3.651391,4.906598,9.381332,13.752867,-0.05462451,0.164525,0.022892,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_122,Belgium,50.9912955,5.0411398,1172945,1991,2016,12,26,0.215997371,0.566568212,0.350570842,4.389904,4.584269,5.176521,-0.777451,8.472545,-0.053057692,0.058214,0.01391,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_123,Belgium,50.8473471,5.5007827,1172945,1989,2020,19,32,0.102525562,0.689289312,0.58676375,6.341593,4.300669,4.637804,5.771886,12.090749,-0.0565203,0.080197,0.023668,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_124,Belgium,50.9630929,4.7199793,1172945,1995,2005,10,11,0.243722944,0.355194805,0.111471861,5.784958,10.542356,14.861489,4.882265,8.719788,-0.017847117,0.232227,0.025546,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_125,Belgium,50.9805634,4.8483569,1172945,1991,2018,10,28,0.392974023,0.710523624,0.317549601,1.604257,1.503707,3.494232,0.54567,3.234781,-0.042197388,0.058452,0.019033,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_126,Belgium,51.0106218,5.0460201,1172945,2009,2023,7,15,0.055545764,0.67946185,0.623916086,18.851814,7.915728,6.830761,31.025807,NA,NA,0.232976,0.08499,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_127,Belgium,51.0574713,5.1454912,1172945,1990,2012,11,23,0.097894348,0.297007758,0.199113409,7.95025,4.217203,4.92126,5.66032,NA,NA,0.071998,0.028527,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_13,Belgium,51.0945091,5.8027274,1173482,1995,2007,7,13,0.45896256,0.62469448,0.165731919,3.384179,2.07239,3.099452,5.16953,8.044523,0.094028104,0.037915,0.008099,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_130,Belgium,50.9899947,5.0653776,1172945,1991,2007,11,17,0.551912947,0.82012518,0.268212233,3.292844,2.600983,5.504179,-3.105458,7.697404,-0.005970498,0.0836,0.013332,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_131,Belgium,51.0845752,5.2865829,1172945,1994,2020,10,27,0.412354086,0.768968872,0.356614786,4.268948,1.511274,3.143364,5.390263,9.294611,-0.026169576,0.087663,0.017111,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_134,Belgium,50.9498623,5.1155864,1172945,1993,2005,11,13,0.358979592,0.590816327,0.231836735,6.174985,3.866506,9.618827,4.956857,13.04826,-0.110780734,0.105383,0.027644,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_135,Belgium,50.8685625,4.9816038,1172945,1989,2000,8,12,0.262798875,0.452320675,0.1895218,3.170244,5.249426,5.78051,-9.239924,7.06419,0.020268823,0.049504,0.004925,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_136,Belgium,50.8454075,4.8819062,1172945,1993,2016,14,24,0.336858704,0.558509455,0.221650751,3.694656,0.844709,1.389916,11.045797,8.142939,0.024415286,0.075357,0.021071,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_137,Belgium,51.1011698,4.0057001,1172945,1992,2004,9,13,0.532700417,0.847336134,0.314635717,7.943363,1.904044,5.214002,10.228419,17.877206,-0.009323166,0.025444,0.016144,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_138,Belgium,51.1697601,3.8483916,1172945,1992,2022,13,31,0.467227166,0.840217201,0.372990035,3.874156,3.268489,4.627866,5.204313,8.310166,0.022699105,0.046424,0.013139,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_139,Belgium,50.7891246,4.9189883,1172945,1994,2021,10,28,0.299617834,0.462993631,0.163375796,3.893196,-0.399734,-1.182436,18.330804,4.892528,-0.013511825,0.026963,0.010252,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_14,Belgium,50.8887984,5.6823002,1173482,1989,2010,11,22,0.46394071,0.670557757,0.206617047,3.120706,0.471739,0.685806,9.820859,6.595458,-0.025205968,0.054048,0.005627,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_140,Belgium,50.7704806,4.895336,1172945,2001,2019,7,19,0.353393482,0.51363456,0.160241078,5.553355,-2.824819,-5.395305,30.587285,12.137974,-0.013893722,0.013624,0.00794,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_142,Belgium,50.8852738,5.352751,1172945,1990,2014,15,25,0.31220464,0.50750872,0.19530408,1.353465,3.375641,4.913138,-2.452293,2.880363,-0.017451312,0.091853,0.02207,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_143,Belgium,51.2156366,3.9228322,1172945,1992,2020,16,29,0.53087547,0.801352643,0.270477173,2.629659,1.043638,3.262047,8.566802,5.712493,0.00190224,0.035816,0.009676,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_145,Belgium,51.2219466,3.9228292,1172945,1992,2005,9,14,0.548039216,0.904901961,0.356862745,6.008577,6.200112,15.265838,6.451099,12.901087,-0.00161904,0.103119,0.028898,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_146,Belgium,50.9582301,5.4719882,1172945,1993,2023,16,31,0.38402737,0.479974213,0.095946842,2.512075,-0.107479,-0.262064,10.62451,5.578592,0.032470249,0.035249,0.000954,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_148,Belgium,50.9088896,5.555123,1172945,1989,2002,9,14,0.612351387,0.488705416,-0.123645971,-1.944744,2.389869,2.725619,-8.160624,-3.740043,0.054622476,0.077063,0.011298,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_149,Belgium,51.2339242,3.9859122,1174100,1992,2005,10,14,0.632164522,0.789570205,0.157405684,4.427667,1.565514,2.453666,12.009276,9.260455,-0.045958309,0.11694,0.016836,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_15,Belgium,51.125738,5.811887,1173482,1989,2013,11,25,0.451048824,0.919094164,0.46804534,3.017355,3.346875,4.759719,-1.356411,6.441556,0.00635568,0.060586,0.010597,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_152,Belgium,50.8318202,4.6422872,1172945,1992,2010,7,19,0.691203704,0.69537037,0.004166666,1.206283,-4.886651,-7.854861,18.112729,2.649834,0.03782447,0.020064,0.020516,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_153,Belgium,50.8163592,4.6340093,1172945,1994,2017,7,24,0.290177801,0.609554514,0.319376714,4.995148,2.3009,2.998902,11.586305,10.854383,-0.013867744,0.08541,0.009918,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_154,Belgium,50.7640568,4.4265118,1172945,1994,2012,7,19,0.286173807,0.714815971,0.428642164,6.16301,0.426819,0.681718,19.940814,14.971068,0.015431086,0.047748,0.009701,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_156,Belgium,50.7976574,4.6432229,1172945,1994,2022,8,29,0.339635098,0.505524706,0.165889608,1.269215,-1.018877,-2.652346,8.796944,2.646508,-0.018740644,0.030324,0.012131,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_157,Belgium,50.7917737,4.6334307,1172945,1994,2023,11,30,0.284789112,0.732194137,0.447405025,4.67886,1.234209,1.497378,9.920354,9.798176,-0.061434522,0.053791,0.010916,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_158,Belgium,50.7342728,4.5557348,1172945,1992,2013,8,22,0.326758253,0.608193217,0.281434963,4.233364,-0.103634,-0.503497,18.887153,9.214725,0.005236297,0.061173,0.020423,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_159,Belgium,51.086519,4.0303049,1172945,1993,2019,8,27,0.497501262,0.792806663,0.295305401,4.219845,1.650151,0.759309,14.266458,9.038167,0.004827927,0.052869,0.014735,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_16,Belgium,51.1376985,5.7660702,1173482,1995,2018,7,24,0.618975904,0.858847892,0.239871988,2.587607,0.030179,-0.119729,10.986968,5.455194,0.00617418,0.028196,0.015082,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_160,Belgium,51.1038921,4.1197568,1172945,1989,2005,8,17,0.576152957,0.682068754,0.105915797,0.422918,0.643088,2.381872,-0.077294,1.328358,0.062609606,0.000831,0.013897,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_161,Belgium,51.0373126,4.0772099,1172945,1989,2022,23,34,0.057494838,0.468559097,0.41106426,6.257975,2.174414,2.071964,12.310418,6.79156,-0.039315099,0.082258,0.031625,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_162,Belgium,51.22718,3.2452575,1172395,1991,2007,12,17,0.235432331,0.670018797,0.434586466,8.702983,1.436299,0.933204,33.874066,19.004764,-0.073865897,0.088519,0.014839,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_163,Belgium,50.7618301,3.8668974,1172945,1990,2017,7,28,0.24176173,0.474393306,0.232631576,4.9165,-0.214345,0.267869,18.111499,10.833212,-0.045811473,0.078264,0.022501,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_165,Belgium,51.016543,4.0825975,1172945,1998,2021,7,24,0.300787966,0.865902579,0.565114613,7.682109,2.999513,4.565701,17.868256,16.611633,0.043412224,0.080786,0.007211,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_166,Belgium,50.9963375,4.0761395,1172945,1992,2023,9,32,0.127890711,0.559243832,0.431353122,4.853679,-1.588778,-2.766045,21.187505,10.631316,-0.059590728,0.074217,0.015939,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_167,Belgium,51.1372354,3.9701579,1172945,1992,2021,11,30,0.38113099,0.822840724,0.441709734,4.13585,1.883002,2.645021,7.621526,9.16376,0.044545196,0.061253,0.010313,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_168,Belgium,51.1483519,3.8290506,1172945,1994,2021,9,28,0.361914494,0.596537249,0.234622755,3.193226,1.487145,-0.214695,5.155754,6.867451,0.00156801,0.056096,0.011553,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_169,Belgium,50.8395635,3.9058927,1172945,1994,2005,9,12,0.253033088,0.577573529,0.324540441,12.790888,10.301222,14.164915,7.297925,30.040341,0.055098321,0.096738,0.034516,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_170,Belgium,50.808006,3.9529944,1172945,1998,2020,11,23,0.27444773,0.817990316,0.543542586,8.416413,1.995051,3.605708,22.979133,18.639494,-0.005557786,0.081111,0.017084,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_171,Belgium,50.8111366,3.9010356,1172945,1998,2022,12,25,0.51468213,0.804635929,0.289953799,1.812474,0.367229,0.793746,10.257839,3.73423,-0.021593388,0.039825,0.00593,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_172,Belgium,50.7702099,3.8671909,1172945,1998,2020,8,23,0.393685027,0.478306194,0.084621167,1.545915,0.667256,0.402381,8.903319,3.600448,0.04175497,0.067674,0.004587,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_174,Belgium,50.762074,3.7713039,1172945,1994,2013,9,20,0.71425942,0.77851149,0.06425207,1.711936,0.47102,-2.339369,4.875477,3.596255,-0.030136548,0.043122,0.001379,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_175,Belgium,50.7390259,3.8697892,1172945,1998,2022,8,25,0.406081839,0.73028807,0.324206231,4.257911,2.040258,3.590487,9.529175,9.113373,0.011801458,0.078645,0.016023,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_176,Belgium,50.7467403,3.9212562,1172945,1992,2006,7,15,0.396271429,0.790160795,0.393889366,6.852159,3.998356,7.597947,13.407441,14.735045,-0.027987615,0.127166,0.027731,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_177,Belgium,50.7261637,4.0255651,1172945,1998,2015,9,18,0.347266314,0.747530864,0.40026455,6.357418,4.955592,7.453975,4.072944,13.878716,-0.016846428,0.091305,0.013795,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_179,Belgium,51.0182697,3.9234259,1172945,1997,2023,8,27,0.500490196,0.770261438,0.269771242,3.644878,2.356988,3.513116,5.694082,7.903701,0.049216759,0.052861,0.010595,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_18,Belgium,51.1792437,5.631052,1173482,1989,2011,10,23,0.763965436,0.766018056,0.00205262,0.139358,0.415818,0.718125,-0.857684,0.338213,0.009475822,0.070429,0.013292,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_180,Belgium,51.030921,3.8661555,1172945,1994,2005,8,12,0.343328023,0.517278555,0.173950531,5.098956,8.424182,12.654171,1.920567,11.202916,-0.006270317,0.129195,0.043119,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_181,Belgium,51.2113909,3.8155855,1174099,1992,2005,10,14,0.386359129,0.706728648,0.32036952,8.318348,-0.038863,-0.830293,36.225221,18.393006,-0.022275599,0.080665,0.025691,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_182,Belgium,51.3254606,3.2293991,1172395,1989,2010,11,22,0.34493347,0.38093654,0.036003071,1.68417,0.156828,0.69682,6.304978,3.628557,-0.013334673,0.077632,0.017939,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_183,Belgium,51.4820836,4.473607,1173482,1990,2002,8,13,0.290266238,0.501189194,0.210922955,7.586931,11.694466,18.477731,-14.082479,17.602513,0.041591928,0.126091,0.027901,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_184,Belgium,51.4559123,4.4830852,1173482,1990,2023,8,34,0.379811654,0.880444379,0.500632725,3.330005,1.678943,1.776519,4.520333,7.022177,-0.010436107,0.057456,0.007878,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_185,Belgium,51.3978239,4.4846512,1173482,1992,2016,8,25,0.458331619,0.319357996,-0.138973623,0.306953,-0.24716,-1.648518,7.517437,0.574051,-0.014720984,0.004448,0.009382,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_186,Belgium,50.830708,3.2870214,1174099,1989,2023,11,35,0.59710924,0.894141875,0.297032636,2.359702,-0.149167,-0.163446,10.276889,5.037365,0.019466483,0.050734,0.009504,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_187,Belgium,50.7522711,3.4094697,1174099,1990,2021,17,32,0.147475382,0.378868283,0.231392901,5.136558,0.31469,0.083687,17.151733,10.098146,-0.077937304,0.052516,0.002828,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_188,Belgium,51.476155,4.4977147,1173482,1991,2007,8,17,0.463927649,0.401498708,-0.062428941,-0.103955,0.985024,3.00849,-0.908473,-0.309042,-0.018184928,0.081567,0.023279,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_189,Belgium,51.4211058,4.6411677,1173482,1990,2022,15,33,0.612125984,0.744409449,0.132283465,0.896606,-0.461875,-1.254276,5.473857,1.895612,0.00486029,0.026121,0.004747,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_19,Belgium,51.1638018,5.5906576,1173482,1989,2019,10,31,0.795129922,0.829812949,0.034683027,0.3629,-0.971836,-1.734664,4.339393,0.870379,0.021529322,0.054662,0.011309,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_190,Belgium,51.1248474,2.767412,1172387,1995,2020,9,26,0.295571798,0.523426376,0.227854578,2.884656,-0.434584,1.569052,15.366036,6.615933,-0.005255023,0.041163,0.003895,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_191,Belgium,51.1151875,2.751316,1172387,1990,2018,9,29,0.451116936,0.572065193,0.120948257,2.076899,-1.033948,-2.066975,10.900256,4.114057,-0.057335533,0.079092,0.012738,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_193,Belgium,51.08968,2.6208517,1173232,1990,2011,9,22,0.464012572,0.494264013,0.030251441,0.224937,-1.45376,-1.82727,8.699578,0.934606,0.088414926,0.067829,0.004833,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_194,Belgium,51.4203405,4.6494432,1173482,1990,2019,7,30,0.449185487,0.665531285,0.216345798,2.776751,2.941175,2.687962,4.121871,5.456313,0.010794163,0.0111,0.012125,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_195,Belgium,51.0059443,2.5832157,1173232,1990,2018,7,29,0.513905587,0.678509547,0.16460396,2.272534,-0.738721,-1.233005,10.635972,4.846438,0.012592264,0.057028,0.010927,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_196,Belgium,50.9965182,2.5783027,1173232,1995,2021,7,27,0.354674994,0.667512858,0.312837864,4.444233,1.990595,6.278893,11.999768,9.843638,-0.007621833,0.01189,0.01742,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_197,Belgium,51.4168515,4.642537,1173482,1992,2019,9,28,0.545975374,0.710341248,0.164365873,1.10786,-0.864121,-1.155205,5.561956,2.208837,-0.012090689,0.035062,0.0014,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_198,Belgium,50.8853835,3.6863154,1174099,1989,2017,14,29,0.122558712,0.658931387,0.536372675,7.33912,7.778538,7.553568,-3.061958,12.136129,-0.043720117,0.080799,9.90E-05,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_199,Belgium,50.8236242,3.7740711,1174099,1993,2022,10,30,0.118501416,0.631864491,0.513363075,6.492191,4.173301,5.20311,9.475957,5.128329,0.019613815,0.054234,0.023337,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_2,Belgium,51.3030486,5.4871359,1173482,1989,2005,10,17,0.271135725,0.447515041,0.176379317,2.223919,5.927786,7.659272,-4.358276,4.697564,-0.007104709,0.103466,0.032267,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_20,Belgium,51.2694412,3.7540002,1173462,1994,2020,10,27,0.456962248,0.478394575,0.021432327,0.660161,-0.753614,-0.849674,6.354004,1.358724,-0.034405127,0.066042,0.013017,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_200,Belgium,51.5050592,4.7810662,1173482,1990,2022,18,33,0.533107947,0.787093014,0.253985066,2.555886,0.360963,0.520453,12.565991,5.296702,-0.01518892,0.048272,0.003404,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_201,Belgium,50.7811555,3.7462895,1174099,1998,2021,8,24,0.431286195,0.764707586,0.333421392,2.536437,0.706321,3.5702,10.750384,5.313648,-0.013161028,0.035732,0.010169,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_202,Belgium,50.7917006,3.7599646,1174099,1994,2021,10,28,0.507218319,0.739387622,0.232169304,3.590506,1.116447,1.903634,10.200802,7.708651,-0.01946655,0.037388,0.017806,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_203,Belgium,50.7763516,3.7240641,1174099,1993,2013,8,21,0.659808905,0.839294882,0.179485977,1.714394,2.043736,4.320577,1.571477,3.440475,-0.066724268,0.076188,0.01721,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_204,Belgium,51.4452341,4.7472234,1173482,1990,2022,12,33,0.520313172,0.677277321,0.156964149,1.643011,-0.179232,-0.370009,11.576229,3.341825,-0.01747312,0.029035,0.003806,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_205,Belgium,51.4309012,4.7657261,1173482,1990,2022,10,33,0.478185725,0.843806054,0.365620329,2.928206,0.417691,0.91048,9.068164,6.220961,0.006907141,0.033741,0.003958,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_206,Belgium,51.4174412,4.7699805,1173482,1990,2022,16,33,0.308924644,0.763673658,0.454749013,3.696721,3.062151,4.777815,5.878197,8.136803,0.010858334,0.039128,0.013851,Mixed,TRUE,FALSE,FALSE,FALSE
BEL_005_MZB_LO_208,Belgium,51.3811923,4.8272047,1173482,1990,2022,10,33,0.4431435,0.725513974,0.282370474,1.278142,-0.025823,0.239027,5.472348,2.629793,-0.004291666,0.035875,0.002348,Mixed,TRUE,FALSE,FALSE,FALSE
